std_Income,MntAll,TotalPurchases,Spending_per_Child,Spending_Ratio,cluster
0.2996510572024952,1.6794168065208526,32.0,0.0,0.027813134266744644,1
-0.2638077892175138,-0.9612754470850355,11.0,13.5,0.0005825996892801658,1
0.9434197493772978,0.2826732937645306,25.0,0.0,0.010836021392763883,1
-1.2048805683239525,-0.9180943158939959,14.0,53.0,0.0019890415071680554,1
0.3070561887265838,-0.30525441552885585,24.0,422.0,0.007239291167035493,2
0.5086668663501583,0.18302452947751596,28.0,716.0,0.011453617647529314,2
0.1800701268489864,-0.026237875525214806,27.0,590.0,0.010604835085827267,2
-0.8796280817691431,-0.7254400382724343,18.0,169.0,0.0050517127996652115,3
-1.0278740373771886,-0.9297200050608143,15.0,46.0,0.001515600803927383,1
-2.2080609021485538,-0.9247375668464636,22.0,24.5,0.008675637393767706,1
-0.023141014684633084,-0.9745619489899708,11.0,19.0,0.0003697828985140566,1
-2.1195815241962173,-0.9048078139890606,14.0,0.0,0.008133333333333333,1
0.5335098882374235,0.8240982463906436,18.0,0.0,0.01748290577951232,1
0.35774550838502284,-0.4912654421979498,21.0,155.0,0.005222899888802777,1
-1.6502872857373614,-0.9297200050608143,13.0,0.0,0.0026554291981758355,1
1.477879145248134,1.1778513596095455,29.0,0.0,0.015881642512077295,1
-0.47850882837399344,-0.8466793681549687,17.0,48.0,0.0022939068100358423,1
-0.6739087505257517,-0.47963975303113143,20.0,0.0,0.008395127118644067,1
1.2005450259104915,1.9534509083101428,31.0,920.625,0.023144360023378142,4
-0.8625246167006029,-0.785229296844643,14.0,133.0,0.003933514728498758,1
-0.7083067808311957,-0.48130056576924835,20.0,0.0,0.008531317494600432,1
-2.3609888118815068,1.8670886459280636,44.0,920.625,0.03531905157955032,4
0.3220575519431247,0.6081925904354452,25.0,920.625,0.01658504956745781,4
0.6429625096676627,-0.1026352614785927,24.0,544.0,0.008327720286571551,2
-0.5339756522415219,-0.2687165352902838,28.0,444.0,0.010912040109120402,2
-1.589804082450289,-0.8815564356554239,15.0,0.0,0.004034644144386465,1
0.07133413105011066,-0.5792885173181461,21.0,128.5,0.004816432092055698,1
-0.023141014684633084,0.05182032316628,28.0,637.0,0.012397458229129162,2
-0.645243725271215,-0.7885509223208769,12.0,131.0,0.0034150156412930135,1
1.56473417176938,1.7707615071172826,28.0,0.0,0.019759389255241202,1
-1.9533721527619956,-0.9562930088706849,13.0,0.0,0.0027324892977502505,1
-0.6328222143275825,-0.4779789402930145,14.0,0.0,0.008234075608493008,1
-0.5407119331763379,-0.8068198624401629,14.0,120.0,0.002959455460195324,1
-0.2510996280213359,-0.5045519441028851,23.0,151.0,0.00647929628835014,1
0.8021967249566138,0.9802146437736331,25.0,0.0,0.01741992804812328,1
-0.11833278605074025,-0.898164563036593,13.0,32.5,0.0013160825284982485,1
0.7398980700700875,0.5102046388865474,30.0,913.0,0.013555446676465785,4
-1.3447658915660914,-0.8715915592267224,16.0,81.0,0.0034151277510751326,1
-0.4508470790033655,-0.8948429375603592,12.0,67.0,0.0015791086285323716,1
-0.1394015796128247,0.49193569876726134,30.0,0.0,0.01842771921222522,1
1.3446345528566293,1.3107163786588985,25.0,920.625,0.01743510267338241,4
-1.495687249531227,-0.9180943158939959,15.0,53.0,0.0025779463981711174,1
-1.4271300641307934,-0.9695795107756201,9.0,22.0,0.0010002728016731835,1
-0.023141014684633084,-0.6972062217244468,11.0,0.0,0.0036199799538744488,1
-2.1195815241962173,-0.954632196132568,13.0,31.0,0.0041333333333333335,1
1.3412902999102667,0.6281223432928481,17.0,0.0,0.012309077944984426,1
-2.1195815241962173,-0.8034982369639291,19.0,0.0,0.016266666666666665,1
-0.48433738350908256,-0.9147726904177621,15.0,55.0,0.0013180598159509202,1
-0.023141014684633084,-0.8001766114876953,16.0,41.333333333333336,0.0024133199692496325,1
0.9881849638164658,1.184494610562013,36.0,659.5,0.01818056512749828,2
0.6507020664863875,-0.1640853327889184,19.0,507.0,0.0077421128180069024,2
1.3031658163217328,1.805638574617738,32.0,0.0,0.021391658137801195,1
-0.7680255834448138,-0.8865388738697746,14.0,72.0,0.00201173512154233,1
1.4674641860723188,1.6794168065208526,22.0,0.0,0.019580538131796277,1
0.6930785288210108,0.00033512828465576616,26.0,303.0,0.009130218612990222,3
1.4580047277383217,2.2440931374806024,28.0,0.0,0.023754612546125462,1
0.8800700435647717,0.8091509317475913,24.0,0.0,0.015550528547242022,1
-1.1431552139425167,-0.9579538216088017,9.0,29.0,0.0010380127425012528,1
-0.023141014684633084,-0.9297200050608143,13.0,46.0,0.0008952638595603476,1
0.19531036527598172,-0.1458163926696324,26.0,518.0,0.009257604460807091,2
1.1423550246437821,1.3821313263979256,22.0,0.0,0.018976734365308733,1
0.7064555406064613,0.01030000471335723,25.0,306.0,0.009181882285868604,3
0.4757020873074412,0.462041069481157,31.0,884.0,0.014298885528039726,4
0.75552050883381,0.00033512828465576616,24.0,606.0,0.008953900709219859,2
0.8981767845172207,0.7809171151996038,20.0,0.0,0.0152265587411202,1
-1.24907248225803,-0.9496497579182173,12.0,34.0,0.0013218770654329147,1
-0.9264476230182197,-0.9878484508949061,11.0,5.5,0.00033873252448112336,1
1.7355777222864184,1.1097580373467522,37.0,920.625,0.014445427126561898,4
0.8231699684345164,0.07839332697615058,22.0,653.0,0.009450619428042144,2
1.0982586607938867,1.5880721059244225,24.0,520.6666666666666,0.020867288321265397,2
0.7226035048331837,1.074880969846297,24.0,0.0,0.01870400501559911,1
-0.023141014684633084,-0.8250888025594489,17.0,109.0,0.0021213861020016934,1
0.6289644223350306,0.42716400198070187,37.0,863.0,0.013270594024388368,4
0.418754237135095,0.09167982888108586,31.0,330.5,0.01090201382131253,3
-1.1243318473587045,-0.898164563036593,10.0,0.0,0.00229422561061697,1
-0.5551399958877881,-0.9845268254186723,10.0,13.0,0.0003230134671768623,1
1.1172253525039717,2.1328186840267693,24.0,0.0,0.025115945303052452,1
1.1446482266641451,2.662617947486064,26.0,0.0,0.02913287174414771,1
-1.2201685817930388,-0.9762227617280878,7.0,0.0,0.0006837347109321583,1
0.19970566914834403,0.1431650237627101,29.0,0.0,0.012347000678014489,1
-1.056109087252907,-0.7320832892249018,20.0,165.0,0.005544354838709678,3
-1.2212196327190383,-0.9795443872043216,11.0,16.0,0.0006082725060827251,1
-1.3523621232585437,-0.8749131847029562,16.0,79.0,0.0033532832463177556,1
-0.6328222143275825,-0.4779789402930145,14.0,0.0,0.008234075608493008,1
1.4091308596793368,0.2859949192407644,28.0,0.0,0.009562321013753518,1
-1.0713971007219933,-0.9131118776796452,14.0,28.0,0.0019021739130434783,1
-0.7513998687971825,-0.7553346675585386,20.0,75.5,0.004178427140406221,1
-0.0706055190019367,-0.38829505243470136,24.0,372.0,0.007382710169087878,3
1.3246645852626353,1.2625528092535079,21.0,0.0,0.01716231326875479,1
0.11046189052255322,-0.6839197198195115,12.0,194.0,0.0035807892502491786,3
-0.023141014684633084,-0.0046473099296949665,38.0,201.0,0.011735741463367165,3
-0.023141014684633084,-0.9762227617280878,11.0,9.0,0.0003503206406975273,1
-0.023141014684633084,0.6297831560309649,16.0,0.0,0.019170323949281354,1
-0.45251920547654684,-0.9529713833944511,12.0,32.0,0.0007548237958201632,1
-1.3491611954384537,-0.934702443275165,15.0,43.0,0.0018200287818505036,1
-1.0400566731103666,-0.9313808177989312,12.0,45.0,0.0014952153110047847,1
-0.18870542305062776,0.00033512828465576616,28.0,606.0,0.012647132481843225,2
-0.002526084022412134,-0.9014861885128268,14.0,31.5,0.0012159110647906896,1
1.2723031391310151,0.6181574668641466,27.0,0.0,0.012459074869103278,1
-0.08197597901956959,-0.32518416838625874,21.0,0.0,0.008175473579262214,1
